X;Y;Tempo;odometro;Distancia;Distancia Total;Velocidade;Consumo;Gasto
3074,52;1647,55;258,00;570,26;2,26;568,82;68,84;0,07;0,78
3075,69;1648,86;259,00;572,03;2,03;570,85;68,74;0,05;0,55
3076,86;1650,17;259,00;573,79;1,79;572,64;68,90;0,15;1,71
3078,03;1651,47;260,00;575,55;1,55;574,19;68,57;0,00;0,00
3079,20;1652,78;260,00;577,31;1,31;575,50;68,75;0,16;1,77
3080,37;1654,09;261,00;579,08;2,08;577,58;68,85;0,12;1,43
3081,54;1655,41;261,00;580,84;1,84;579,43;68,72;0,04;0,47
3082,70;1656,73;262,00;582,60;1,60;581,03;68,59;0,00;0,00
3083,86;1658,06;262,00;584,36;1,36;582,39;68,71;0,14;1,57
3085,02;1659,40;263,00;586,13;2,13;584,52;68,91;0,16;1,88
3086,19;1660,73;263,00;587,88;1,88;586,40;68,43;0,00;0,00
3087,36;1662,04;264,00;589,64;1,64;588,04;68,51;0,12;1,36
3088,53;1663,35;264,00;591,39;1,39;589,43;68,44;0,06;0,70
3089,71;1664,67;265,00;593,16;2,16;591,59;68,91;0,27;3,12
3090,89;1665,98;265,00;594,93;1,93;593,52;68,82;0,05;0,62
3092,07;1667,30;266,00;596,69;1,69;595,21;68,81;0,08;0,99
3093,24;1668,61;266,00;598,45;1,45;596,66;68,50;0,00;0,00
3094,41;1669,92;267,00;600,21;2,21;598,86;68,59;0,12;1,42
3095,59;1671,24;267,00;601,97;1,97;600,84;68,91;0,21;2,48
3096,77;1672,55;268,00;603,73;1,73;602,57;68,57;0,00;0,00
3097,95;1673,87;269,00;605,50;1,50;604,06;68,82;0,18;2,18
3099,14;1675,18;269,00;607,26;2,26;606,32;68,84;0,09;1,11
3100,36;1676,45;270,00;609,02;2,02;608,34;68,66;0,00;0,00
3101,57;1677,72;270,00;610,78;1,78;610,12;68,51;0,00;0,00
3102,80;1679,00;271,00;612,54;1,54;611,66;68,89;0,23;2,75
3104,02;1680,27;271,00;614,31;1,31;612,97;68,75;0,00;0,00
3105,24;1681,55;272,00;616,07;2,07;615,04;68,84;0,12;1,45
3106,46;1682,81;272,00;617,83;1,83;616,87;68,41;0,00;0,00
3107,68;1684,09;273,00;619,59;1,59;618,46;68,76;0,22;2,64
3107,68;1684,09;273,00;621,35;1,35;619,81;68,85;0,12;1,47
3110,12;1686,64;274,00;623,11;2,11;621,93;68,62;0,00;0,00
3111,34;1687,91;274,00;624,87;1,87;623,79;68,45;0,00;0,00
3112,56;1689,18;275,00;626,63;1,63;625,42;68,68;0,18;2,12
3113,77;1690,45;275,00;628,39;1,39;626,81;68,49;0,00;0,00
3114,99;1691,72;276,00;630,15;2,15;628,96;68,68;0,16;1,97
3116,22;1693,00;276,00;631,91;1,91;630,87;68,74;0,11;1,35
3117,43;1694,27;277,00;633,67;1,67;632,53;68,52;0,00;0,00
3118,65;1695,54;277,00;635,43;1,43;633,96;68,72;0,17;2,01
3119,90;1696,78;278,00;637,18;2,18;636,15;68,44;0,00;0,00
3121,17;1698,00;278,00;638,94;1,94;638,09;68,62;0,16;1,91
3122,45;1699,21;279,00;640,70;1,70;639,79;68,56;0,06;0,79
3123,72;1700,43;279,00;642,46;1,46;641,25;68,65;0,13;1,54
3124,99;1701,64;280,00;644,22;2,22;643,47;68,45;0,00;0,00
3126,27;1702,86;280,00;645,98;1,98;645,45;68,82;0,23;2,83
3127,54;1704,07;281,00;647,74;1,74;647,18;68,42;0,00;0,00
3127,54;1704,07;281,00;649,50;1,50;648,68;68,76;0,21;2,63
3130,09;1706,51;282,00;651,26;2,26;650,94;68,65;0,05;0,58
3131,37;1707,73;282,00;653,02;2,02;652,96;68,90;0,18;2,27
3132,65;1708,95;283,00;654,78;1,78;654,75;68,53;0,00;0,00
3133,92;1710,16;283,00;656,54;1,54;656,28;68,44;0,05;0,67
3135,19;1711,37;284,00;658,29;1,29;657,58;68,53;0,12;1,55
3136,47;1712,60;285,00;660,06;2,06;659,64;68,89;0,22;2,79
3137,74;1713,81;285,00;661,82;1,82;661,46;68,61;0,00;0,00
3139,02;1715,03;286,00;663,58;1,58;663,04;68,62;0,09;1,16
3140,29;1716,25;286,00;665,34;1,34;664,38;68,70;0,12;1,50
3141,57;1717,47;287,00;667,11;2,11;666,48;68,88;0,16;1,97
3142,85;1718,69;287,00;668,87;1,87;668,36;68,80;0,06;0,73
3142,85;1718,69;288,00;670,63;1,63;669,98;68,51;0,00;0,00
3145,40;1721,12;288,00;672,39;1,39;671,37;68,67;0,15;1,88
3146,67;1722,33;289,00;674,14;2,14;673,52;68,47;0,00;0,00
3147,95;1723,55;289,00;675,91;1,91;675,42;68,68;0,17;2,12
3149,22;1724,77;290,00;677,67;1,67;677,09;68,80;0,14;1,72
3150,49;1725,98;290,00;679,42;1,42;678,52;68,43;0,00;0,00
3151,77;1727,21;291,00;681,19;2,19;680,71;68,91;0,27;3,46
3153,05;1728,43;291,00;682,95;1,95;682,66;68,80;0,05;0,62
3154,28;1729,66;292,00;684,71;1,71;684,37;68,44;0,00;0,00
3155,47;1730,90;292,00;686,47;1,47;685,84;68,55;0,13;1,68
3156,66;1732,14;293,00;688,22;2,22;688,06;68,45;0,05;0,65
3157,85;1733,41;293,00;689,98;1,98;690,04;68,54;0,12;1,58
3159,05;1734,70;294,00;691,74;1,74;691,78;68,75;0,17;2,13
3160,25;1736,00;294,00;693,51;1,51;693,29;68,86;0,13;1,69
3161,45;1737,29;295,00;695,27;1,27;694,56;68,57;0,00;0,00
3161,45;1737,29;295,00;697,03;2,03;696,58;68,59;0,10;1,23
3163,84;1739,87;296,00;698,79;1,79;698,37;68,81;0,17;2,21
3165,04;1741,16;296,00;700,55;1,55;699,92;68,48;0,00;0,00
3166,24;1742,45;297,00;702,31;1,31;701,23;68,85;0,23;2,96
3167,43;1743,74;297,00;704,07;2,07;703,30;68,58;0,00;0,00
3168,63;1745,04;298,00;705,83;1,83;705,13;68,66;0,12;1,56
3169,83;1746,33;299,00;707,59;1,59;706,72;68,69;0,10;1,32
3171,02;1747,62;299,00;709,35;1,35;708,07;68,75;0,11;1,46
3172,22;1748,91;300,00;711,12;2,12;710,19;68,76;0,09;1,19
3173,42;1750,21;300,00;712,88;1,88;712,07;68,74;0,08;1,06
3174,62;1751,50;301,00;714,65;1,65;713,72;68,90;0,15;1,98
3175,81;1752,79;301,00;716,40;1,40;715,12;68,45;0,00;0,00
3177,01;1754,08;302,00;718,16;2,16;717,28;68,72;0,19;2,52
3178,21;1755,37;302,00;719,92;1,92;719,20;68,45;0,00;0,00
3179,40;1756,66;303,00;721,68;1,68;720,88;68,56;0,13;1,69
3180,60;1757,95;303,00;723,44;1,44;722,31;68,66;0,13;1,72
3181,80;1759,24;304,00;725,20;2,20;724,52;68,84;0,16;2,07
3183,00;1760,54;304,00;726,97;1,97;726,48;68,81;0,08;1,02
3184,19;1761,83;305,00;728,72;1,72;728,21;68,46;0,00;0,00
3185,38;1763,11;305,00;730,48;1,48;729,68;68,45;0,08;1,12
3186,58;1764,41;306,00;732,24;2,24;731,93;68,88;0,25;3,34
3187,78;1765,70;306,00;734,00;2,00;733,93;68,48;0,00;0,00
3188,97;1766,99;307,00;735,76;1,76;735,68;68,60;0,14;1,83
3190,17;1768,28;307,00;737,52;1,52;737,21;68,89;0,20;2,64
3191,37;1769,57;308,00;739,28;1,28;738,49;68,50;0,00;0,00
3192,56;1770,86;308,00;741,04;2,04;740,53;68,76;0,18;2,48
3193,69;1772,14;309,00;742,81;1,81;742,34;68,74;0,08;1,10
3194,84;1773,47;309,00;744,57;1,57;743,91;68,64;0,05;0,69
3195,98;1774,81;310,00;746,32;1,32;745,23;68,50;0,00;0,00
3197,13;1776,14;310,00;748,08;2,08;747,31;68,61;0,13;1,76
3198,28;1777,48;311,00;749,85;1,85;749,16;68,80;0,16;2,20
3199,42;1778,81;311,00;751,60;1,60;750,76;68,43;0,00;0,00
3200,58;1780,15;312,00;753,36;1,36;752,12;68,50;0,11;1,56
3201,74;1781,48;312,00;755,11;2,11;754,23;68,52;0,10;1,35
3202,91;1782,82;313,00;756,88;1,88;756,11;68,80;0,19;2,67
3204,04;1784,19;313,00;758,64;1,64;757,75;68,65;0,00;0,00
3205,05;1785,72;314,00;760,40;1,40;759,15;68,75;0,12;1,71
3205,80;1787,36;315,00;762,16;2,16;761,31;68,49;0,00;0,00
3206,33;1789,10;315,00;763,91;1,91;763,22;68,43;0,07;0,91
3206,92;1790,83;316,00;765,67;1,67;764,89;68,51;0,12;1,64
3208,11;1792,22;316,00;767,43;1,43;766,32;68,62;0,13;1,78
3208,11;1792,22;317,00;769,18;2,18;768,50;68,48;0,00;0,00
3210,68;1794,66;317,00;770,94;1,94;770,44;68,42;0,07;0,95
3212,02;1795,80;318,00;772,70;1,70;772,13;68,51;0,12;1,69
3213,37;1796,94;318,00;774,46;1,46;773,59;68,68;0,15;2,13
3214,69;1798,06;319,00;776,22;2,22;775,80;68,60;0,06;0,83
3216,02;1799,20;319,00;777,98;1,98;777,78;68,80;0,16;2,27
3217,35;1800,35;320,00;779,74;1,74;779,53;68,78;0,08;1,13
3218,68;1801,50;320,00;781,50;1,50;781,03;68,56;0,00;0,00
3220,02;1802,64;321,00;783,26;1,26;782,29;68,59;0,10;1,40
3221,35;1803,79;321,00;785,02;2,02;784,31;68,66;0,12;1,65
3222,69;1804,94;322,00;786,78;1,78;786,09;68,71;0,11;1,52
3222,69;1804,94;322,00;788,54;1,54;787,63;68,52;0,00;0,00
3225,35;1807,24;323,00;790,30;1,30;788,93;68,88;0,22;3,18
3226,69;1808,39;323,00;792,06;2,06;791,00;68,61;0,00;0,00
3228,02;1809,54;324,00;793,82;1,82;792,81;68,43;0,00;0,00
3229,35;1810,69;324,00;795,58;1,58;794,39;68,68;0,18;2,60
3230,69;1811,84;325,00;797,34;1,34;795,74;68,85;0,15;2,20
3232,02;1812,99;325,00;799,10;2,10;797,84;68,64;0,00;0,00
3233,36;1814,14;326,00;800,87;1,87;799,72;68,90;0,19;2,68
3234,69;1815,29;326,00;802,63;1,63;801,35;68,65;0,00;0,00
3236,02;1816,44;327,00;804,39;1,39;802,74;68,54;0,05;0,66
3237,36;1817,59;327,00;806,15;2,15;804,89;68,81;0,19;2,72
3238,69;1818,74;328,00;807,92;1,92;806,81;68,70;0,05;0,67
3240,03;1819,89;328,00;809,68;1,68;808,48;68,74;0,11;1,53
3241,36;1821,04;329,00;811,43;1,43;809,92;68,52;0,00;0,00
3242,70;1822,19;329,00;813,20;2,20;812,12;68,86;0,22;3,16
3244,03;1823,34;330,00;814,96;1,96;814,08;68,80;0,06;0,91
3245,37;1824,49;331,00;816,73;1,73;815,81;68,70;0,05;0,75
3246,70;1825,64;331,00;818,48;1,48;817,29;68,44;0,00;0,00
3248,03;1826,78;332,00;820,24;2,24;819,53;68,52;0,12;1,76
3249,36;1827,93;332,00;822,00;2,00;821,52;68,56;0,10;1,48
3250,69;1829,08;333,00;823,75;1,75;823,27;68,45;0,05;0,69
3252,02;1830,22;333,00;825,51;1,51;824,78;68,46;0,09;1,33
3253,36;1831,37;334,00;827,27;1,27;826,05;68,69;0,18;2,59
3254,69;1832,52;334,00;829,03;2,03;828,08;68,72;0,10;1,46
3256,03;1833,67;335,00;830,79;1,79;829,87;68,79;0,11;1,66
3257,36;1834,82;335,00;832,55;1,55;831,43;68,65;0,00;0,00
3258,70;1835,98;336,00;834,32;1,32;832,75;68,89;0,18;2,64
3260,03;1837,13;336,00;836,08;2,08;834,83;68,61;0,00;0,00
3261,37;1838,28;337,00;837,84;1,84;836,67;68,79;0,16;2,31
3262,70;1839,43;337,00;839,61;1,61;838,27;68,74;0,07;1,05
3264,04;1840,58;338,00;841,37;1,37;839,64;68,78;0,10;1,56
3265,37;1841,73;338,00;843,13;2,13;841,78;68,78;0,09;1,27
3266,71;1842,88;339,00;844,89;1,89;843,67;68,65;0,04;0,62
3268,04;1844,02;339,00;846,65;1,65;845,32;68,44;0,00;0,00
3269,37;1845,17;340,00;848,40;1,40;846,72;68,47;0,10;1,46
3270,70;1846,32;340,00;850,17;2,17;848,89;68,84;0,23;3,43
3272,04;1847,47;341,00;851,93;1,93;850,82;68,58;0,00;0,00
3273,37;1848,62;341,00;853,69;1,69;852,51;68,65;0,11;1,70
3274,71;1849,77;342,00;855,45;1,45;853,96;68,85;0,16;2,46
3276,04;1850,92;342,00;857,21;2,21;856,17;68,66;0,00;0,00
3277,38;1852,07;343,00;858,98;1,98;858,15;68,79;0,14;2,09
3278,71;1853,22;343,00;860,74;1,74;859,89;68,61;0,00;0,00
3280,04;1854,37;344,00;862,49;1,49;861,38;68,43;0,00;0,00
3281,38;1855,52;344,00;864,25;2,25;863,63;68,77;0,22;3,26
3282,71;1856,67;345,00;866,02;2,02;865,65;68,85;0,12;1,81
3284,05;1857,82;345,00;867,79;1,79;867,44;68,90;0,10;1,59
3285,38;1858,97;346,00;869,54;1,54;868,98;68,45;0,00;0,00
3286,71;1860,12;347,00;871,30;1,30;870,28;68,56;0,13;1,96
3288,05;1861,27;347,00;873,06;2,06;872,34;68,68;0,13;2,04
3289,38;1862,42;348,00;874,83;1,83;874,17;68,84;0,15;2,31
3290,72;1863,57;348,00;876,59;1,59;875,76;68,67;0,00;0,00
3292,05;1864,72;349,00;878,35;1,35;877,10;68,63;0,07;1,11
3292,05;1864,72;349,00;880,10;2,10;879,21;68,57;0,07;1,02
3294,72;1867,01;350,00;881,87;1,87;881,07;68,67;0,13;1,98
3296,05;1868,17;350,00;883,63;1,63;882,70;68,78;0,13;1,99
3297,38;1869,31;351,00;885,38;1,38;884,08;68,42;0,00;0,00
3297,38;1869,31;351,00;887,15;2,15;886,23;68,78;0,22;3,41
3300,05;1871,61;352,00;888,91;1,91;888,14;68,66;0,04;0,68
3301,38;1872,76;352,00;890,66;1,66;889,80;68,41;0,00;0,00
3302,71;1873,91;353,00;892,42;1,42;891,22;68,71;0,20;3,08
3304,05;1875,06;353,00;894,19;2,19;893,41;68,75;0,10;1,62
3305,38;1876,21;354,00;895,94;1,94;895,35;68,53;0,00;0,00
3306,71;1877,35;354,00;897,70;1,70;897,05;68,47;0,07;1,06
3308,05;1878,50;355,00;899,46;1,46;898,51;68,69;0,17;2,69
3309,38;1879,65;355,00;901,22;2,22;900,73;68,66;0,07;1,15
3310,71;1880,80;356,00;902,98;1,98;902,71;68,49;0,00;0,00
3312,04;1881,94;356,00;904,73;1,73;904,44;68,45;0,08;1,19
3313,37;1883,09;357,00;906,49;1,49;905,93;68,58;0,14;2,12
3314,71;1884,24;357,00;908,25;2,25;908,19;68,78;0,17;2,60
3316,04;1885,39;358,00;910,01;2,01;910,20;68,59;0,00;0,00
3317,38;1886,54;358,00;911,78;1,78;911,98;68,81;0,17;2,66
3318,71;1887,69;359,00;913,54;1,54;913,52;68,75;0,06;1,02
3320,05;1888,84;359,00;915,30;1,30;914,82;68,74;0,09;1,35
3321,38;1889,99;360,00;917,06;2,06;916,88;68,60;0,00;0,00
3322,71;1891,14;360,00;918,82;1,82;918,70;68,69;0,12;1,95
3324,05;1892,29;361,00;920,59;1,59;920,29;68,85;0,15;2,36
3325,39;1893,45;361,00;922,35;1,35;921,64;68,89;0,10;1,63
3326,72;1894,59;362,00;924,11;2,11;923,76;68,60;0,00;0,00
3328,06;1895,74;362,00;925,87;1,87;925,63;68,68;0,12;1,85
3329,38;1896,89;363,00;927,63;1,63;927,26;68,45;0,00;0,00
3330,72;1898,04;364,00;929,39;1,39;928,65;68,74;0,20;3,14
3332,06;1899,20;364,00;931,16;2,16;930,81;68,80;0,11;1,80
3333,39;1900,34;365,00;932,91;1,91;932,72;68,43;0,00;0,00
3334,72;1901,49;365,00;934,68;1,68;934,39;68,82;0,24;3,80
3336,05;1902,64;366,00;936,43;1,43;935,82;68,42;0,00;0,00
3337,39;1903,79;366,00;938,20;2,20;938,02;68,86;0,26;4,12
3338,72;1904,94;367,00;939,96;1,96;939,97;68,64;0,00;0,00
3340,06;1906,09;367,00;941,72;1,72;941,69;68,85;0,17;2,74
3341,39;1907,24;368,00;943,49;1,49;943,18;68,84;0,08;1,35
3341,39;1907,24;368,00;945,25;2,25;945,43;68,91;0,11;1,85
3342,87;1908,28;369,00;947,01;2,01;947,44;68,53;0,00;0,00
3346,08;1909,87;369,00;948,78;1,78;949,22;68,86;0,21;3,48
3347,83;1910,31;370,00;950,53;1,53;950,75;68,47;0,00;0,00
3349,60;1910,68;370,00;952,29;1,29;952,03;68,42;0,07;1,15
3351,26;1911,38;371,00;954,05;2,05;954,08;68,72;0,20;3,27
3352,88;1912,19;371,00;955,81;1,81;955,89;68,69;0,08;1,30
3354,39;1913,12;372,00;957,57;1,57;957,46;68,58;0,05;0,78
3355,85;1914,10;372,00;959,33;1,33;958,78;68,64;0,11;1,82
3357,31;1915,09;373,00;961,09;2,09;960,87;68,77;0,14;2,22
3358,77;1916,08;373,00;962,85;1,85;962,72;68,49;0,00;0,00
3360,23;1917,07;374,00;964,61;1,61;964,33;68,83;0,22;3,60
3361,69;1918,05;374,00;966,37;1,37;965,70;68,70;0,04;0,65
3363,14;1919,03;375,00;968,13;2,13;967,83;68,43;0,00;0,00
3364,60;1920,02;375,00;969,89;1,89;969,73;68,87;0,26;4,24
3366,05;1921,00;376,00;971,65;1,65;971,37;68,43;0,00;0,00
3367,52;1921,99;376,00;973,41;1,41;972,79;68,81;0,23;3,84
3368,97;1922,97;377,00;975,17;2,17;974,96;68,63;0,00;0,00
3370,43;1923,95;377,00;976,93;1,93;976,89;68,43;0,00;0,00
3370,43;1923,95;378,00;978,69;1,69;978,57;68,58;0,14;2,39
3373,35;1925,92;378,00;980,45;1,45;980,02;68,72;0,14;2,35
3374,81;1926,91;379,00;982,21;2,21;982,23;68,82;0,13;2,12
3376,27;1927,89;379,00;983,97;1,97;984,20;68,59;0,00;0,00
3377,72;1928,88;380,00;985,73;1,73;985,93;68,46;0,04;0,72
3379,18;1929,86;381,00;987,49;1,49;987,41;68,60;0,14;2,30
3379,18;1929,86;381,00;989,24;2,24;989,66;68,50;0,05;0,85
3380,64;1930,84;382,00;991,00;2,00;991,66;68,71;0,17;2,83
3383,56;1932,82;382,00;992,77;1,77;993,42;68,71;0,09;1,47
3385,01;1933,80;383,00;994,53;1,53;994,95;68,64;0,06;1,06
3386,47;1934,79;383,00;996,29;1,29;996,24;68,67;0,10;1,65
3386,47;1934,79;384,00;998,05;2,05;998,28;68,71;0,10;1,75
3389,39;1936,75;384,00;999,80;1,80;1000,09;68,41;0,00;0,00
3390,85;1937,74;385,00;1001,57;1,57;1001,65;68,85;0,25;4,30
3392,31;1938,73;385,00;1003,33;1,33;1002,98;68,74;0,05;0,80
3393,77;1939,71;386,00;1005,08;2,08;1005,07;68,42;0,00;0,00
3393,77;1939,71;386,00;1006,85;1,85;1006,92;68,87;0,26;4,39
3396,69;1941,68;387,00;1008,61;1,61;1008,53;68,75;0,04;0,74
3398,15;1942,67;387,00;1010,37;1,37;1009,90;68,43;0,00;0,00
3398,15;1942,67;388,00;1012,13;2,13;1012,02;68,61;0,16;2,71
3401,06;1944,64;388,00;1013,89;1,89;1013,91;68,73;0,13;2,24
3402,53;1945,62;389,00;1015,65;1,65;1015,57;68,86;0,14;2,33
3403,99;1946,61;389,00;1017,42;1,42;1016,98;68,68;0,00;0,00
3405,45;1947,60;390,00;1019,17;2,17;1019,16;68,62;0,07;1,15
3406,90;1948,58;390,00;1020,93;1,93;1021,09;68,61;0,08;1,45
3408,36;1949,56;391,00;1022,69;1,69;1022,78;68,52;0,05;0,90
3409,82;1950,55;391,00;1024,45;1,45;1024,23;68,52;0,09;1,53
3409,82;1950,55;392,00;1026,21;2,21;1026,44;68,66;0,14;2,46
3412,73;1952,51;392,00;1027,97;1,97;1028,40;68,53;0,00;0,00
3414,19;1953,50;393,00;1029,73;1,73;1030,13;68,77;0,18;3,10
3415,66;1954,49;393,00;1031,49;1,49;1031,63;68,83;0,11;1,92
3417,12;1955,48;394,00;1033,26;2,26;1033,88;68,76;0,06;1,05
3418,57;1956,46;394,00;1035,01;2,01;1035,90;68,50;0,00;0,00
3420,04;1957,45;395,00;1036,78;1,78;1037,68;68,91;0,24;4,18
3421,50;1958,43;396,00;1038,54;1,54;1039,22;68,65;0,00;0,00
3422,95;1959,42;396,00;1040,30;1,30;1040,51;68,51;0,00;0,00
3424,41;1960,40;397,00;1042,06;2,06;1042,57;68,64;0,14;2,42
3425,87;1961,39;397,00;1043,82;1,82;1044,39;68,68;0,10;1,78
3427,33;1962,37;398,00;1045,58;1,58;1045,97;68,80;0,14;2,37
3428,70;1963,30;398,00;1047,34;1,34;1047,31;68,45;0,00;0,00
3430,16;1964,28;399,00;1049,10;2,10;1049,41;68,67;0,17;3,04
3431,62;1965,27;399,00;1050,86;1,86;1051,26;68,66;0,08;1,45
3433,08;1966,25;400,00;1052,62;1,62;1052,89;68,87;0,17;2,95
3434,54;1967,24;400,00;1054,39;1,39;1054,28;68,78;0,05;0,96
3436,01;1968,23;401,00;1056,15;2,15;1056,43;68,88;0,13;2,25
3437,47;1969,21;401,00;1057,91;1,91;1058,34;68,59;0,00;0,00
3438,93;1970,20;402,00;1059,67;1,67;1060,02;68,73;0,14;2,48
3440,38;1971,18;402,00;1061,43;1,43;1061,45;68,59;0,00;0,00
3441,85;1972,17;403,00;1063,20;2,20;1063,65;68,84;0,18;3,21
3443,30;1973,15;403,00;1064,95;1,95;1065,60;68,47;0,00;0,00
3444,77;1974,14;404,00;1066,72;1,72;1067,32;68,76;0,20;3,50
3446,23;1975,13;404,00;1068,48;1,48;1068,80;68,66;0,05;0,93
3447,69;1976,11;405,00;1070,24;2,24;1071,04;68,70;0,10;1,80
3449,15;1977,10;405,00;1072,01;2,01;1073,05;68,88;0,16;2,83
3450,53;1978,04;406,00;1073,77;1,77;1074,82;68,90;0,10;1,70
3451,99;1979,02;406,00;1075,53;1,53;1076,35;68,62;0,00;0,00
3453,46;1980,01;407,00;1077,30;1,30;1077,65;68,85;0,18;3,14
3454,92;1980,99;407,00;1079,06;2,06;1079,71;68,70;0,00;0,00
3456,38;1981,98;408,00;1080,83;1,83;1081,53;68,90;0,17;2,98
3457,84;1982,97;408,00;1082,58;1,58;1083,12;68,55;0,00;0,00
3459,30;1983,95;409,00;1084,35;1,35;1084,46;68,76;0,17;2,97
3460,76;1984,94;409,00;1086,11;2,11;1086,57;68,62;0,00;0,00
3462,21;1985,92;410,00;1087,87;1,87;1088,43;68,64;0,09;1,69
3463,68;1986,91;410,00;1089,63;1,63;1090,07;68,89;0,18;3,32
3465,14;1987,90;411,00;1091,40;1,40;1091,46;68,80;0,05;0,98
3466,60;1988,89;412,00;1093,16;2,16;1093,62;68,86;0,11;2,01
3468,06;1989,87;412,00;1094,92;1,92;1095,54;68,45;0,00;0,00
3469,52;1990,85;413,00;1096,68;1,68;1097,22;68,63;0,16;2,84
3470,97;1991,84;413,00;1098,43;1,43;1098,65;68,45;0,00;0,00
3472,43;1992,82;414,00;1100,19;2,19;1100,85;68,74;0,20;3,58
3473,89;1993,81;414,00;1101,96;1,96;1102,81;68,88;0,14;2,60
3475,35;1994,80;415,00;1103,72;1,72;1104,53;68,67;0,00;0,00
3476,81;1995,78;415,00;1105,48;1,48;1106,01;68,67;0,09;1,61
3478,27;1996,77;416,00;1107,24;2,24;1108,25;68,52;0,00;0,00
3479,73;1997,75;416,00;1109,00;2,00;1110,25;68,77;0,18;3,35
3481,19;1998,74;417,00;1110,77;1,77;1112,02;68,85;0,12;2,18
3482,65;1999,72;417,00;1112,52;1,52;1113,55;68,43;0,00;0,00
3484,11;2000,71;418,00;1114,29;1,29;1114,83;68,73;0,20;3,71
3485,57;2001,70;418,00;1116,05;2,05;1116,88;68,77;0,10;1,87
3487,03;2002,68;419,00;1117,81;1,81;1118,69;68,66;0,05;0,89
3488,49;2003,67;419,00;1119,57;1,57;1120,26;68,74;0,12;2,16
3489,95;2004,65;420,00;1121,34;1,34;1121,60;68,79;0,11;1,99
3491,41;2005,64;420,00;1123,09;2,09;1123,69;68,53;0,00;0,00
3492,86;2006,62;421,00;1124,85;1,85;1125,54;68,50;0,08;1,48
3494,32;2007,60;421,00;1126,60;1,60;1127,14;68,44;0,06;1,17
3495,77;2008,59;422,00;1128,36;1,36;1128,50;68,60;0,15;2,76
3497,24;2009,58;422,00;1130,13;2,13;1130,63;68,91;0,21;3,85
3498,70;2010,56;423,00;1131,89;1,89;1132,53;68,81;0,05;0,96
3500,16;2011,55;423,00;1133,66;1,66;1134,19;68,86;0,11;1,96
3501,62;2012,54;424,00;1135,42;1,42;1135,61;68,70;0,00;0,00
3503,09;2013,53;424,00;1137,19;2,19;1137,80;68,89;0,16;3,00
3504,55;2014,51;425,00;1138,95;1,95;1139,75;68,70;0,00;0,00
3506,01;2015,50;425,00;1140,71;1,71;1141,45;68,63;0,06;1,15
3506,01;2015,50;426,00;1142,48;1,48;1142,93;68,91;0,19;3,60
3508,93;2017,47;426,00;1144,24;2,24;1145,17;68,83;0,06;1,11
3510,40;2018,46;427,00;1146,01;2,01;1147,18;68,85;0,10;1,79
3511,86;2019,45;428,00;1147,77;1,77;1148,94;68,72;0,04;0,76
3513,31;2020,43;428,00;1149,52;1,52;1150,47;68,43;0,00;0,00
3514,77;2021,41;429,00;1151,28;1,28;1151,74;68,44;0,09;1,76
3516,22;2022,39;429,00;1153,03;2,03;1153,78;68,53;0,12;2,24
3517,68;2023,38;430,00;1154,80;1,80;1155,58;68,71;0,16;3,00
3519,14;2024,36;430,00;1156,56;1,56;1157,13;68,71;0,09;1,62
3520,60;2025,35;431,00;1158,32;1,32;1158,45;68,72;0,10;1,80
3522,06;2026,33;431,00;1160,08;2,08;1160,54;68,77;0,11;2,02
3523,52;2027,32;432,00;1161,84;1,84;1162,38;68,43;0,00;0,00
3524,98;2028,30;432,00;1163,60;1,60;1163,97;68,63;0,16;3,10
3526,43;2029,28;433,00;1165,36;1,36;1165,33;68,57;0,06;1,23
3527,89;2030,27;433,00;1167,12;2,12;1167,45;68,62;0,11;2,05
3529,35;2031,25;434,00;1168,87;1,87;1169,32;68,55;0,06;1,18
3530,80;2032,23;434,00;1170,63;1,63;1170,95;68,55;0,09;1,69
3532,27;2033,22;435,00;1172,40;1,40;1172,35;68,81;0,19;3,58
3533,72;2034,20;435,00;1174,15;2,15;1174,49;68,41;0,00;0,00
3535,18;2035,19;436,00;1175,91;1,91;1176,41;68,85;0,25;4,85
3536,64;2036,18;436,00;1177,67;1,67;1178,08;68,47;0,00;0,00
3538,09;2037,16;437,00;1179,43;1,43;1179,51;68,61;0,14;2,72
3539,55;2038,15;437,00;1181,19;2,19;1181,70;68,72;0,13;2,43
3541,01;2039,13;438,00;1182,95;1,95;1183,65;68,62;0,05;1,04
3542,48;2040,12;438,00;1184,71;1,71;1185,37;68,74;0,13;2,51
3543,93;2041,10;439,00;1186,47;1,47;1186,84;68,43;0,00;0,00
3545,39;2042,09;439,00;1188,23;2,23;1189,06;68,59;0,15;2,86
3546,84;2043,07;440,00;1189,98;1,98;1191,05;68,50;0,05;1,00
3548,30;2044,06;440,00;1191,75;1,75;1192,79;68,70;0,16;3,18
3549,76;2045,04;441,00;1193,50;1,50;1194,29;68,41;0,00;0,00
3551,22;2046,02;441,00;1195,26;2,26;1196,55;68,74;0,21;4,12
3552,67;2047,01;442,00;1197,02;2,02;1198,57;68,60;0,00;0,00
3554,13;2047,99;442,00;1198,78;1,78;1200,35;68,42;0,00;0,00
3555,59;2048,97;443,00;1200,53;1,53;1201,88;68,62;0,17;3,21
3557,05;2049,96;443,00;1202,30;1,30;1203,19;68,90;0,19;3,78
3558,51;2050,95;444,00;1204,07;2,07;1205,25;68,88;0,08;1,57
