X;Y;Tempo;odometro;Distancia;Distancia Total;Velocidade;Consumo;Gasto
3114,99;1691,72;276;630,15;2,15;628,96;68,68;0,16;1,97
3114,99;1691,72;277;631,91;1,91;630,87;68,74;0,11;1,35
3117,43;1694,27;277;633,67;1,67;632,53;68,52;0;0
3118,65;1695,54;278;635,43;1,43;633,96;68,72;0,17;2,02
3119,9;1696,78;278;637,18;2,18;636,15;68,44;0;0
3121,17;1698;279;638,94;1,94;638,09;68,62;0,16;1,92
3122,45;1699,21;279;640,7;1,7;639,79;68,56;0,06;0,79
3123,72;1700,43;280;642,46;1,46;641,25;68,65;0,13;1,54
3124,99;1701,64;280;644,22;2,22;643,47;68,45;0;0
3126,27;1702,86;281;645,98;1,98;645,45;68,82;0,23;2,84
3127,54;1704,07;281;647,74;1,74;647,18;68,42;0;0
3128,82;1705,29;282;649,5;1,5;648,68;68,76;0,21;2,64
3130,09;1706,51;282;651,26;2,26;650,94;68,65;0,05;0,58
3131,37;1707,73;283;653,02;2,02;652,96;68,9;0,18;2,28
3132,65;1708,95;283;654,78;1,78;654,75;68,53;0;0
3133,92;1710,16;284;656,54;1,54;656,28;68,44;0,05;0,67
3135,19;1711,37;284;658,29;1,29;657,58;68,53;0,12;1,55
3136,47;1712,6;285;660,06;2,06;659,64;68,89;0,22;2,79
3137,74;1713,81;285;661,82;1,82;661,46;68,61;0;0
3139,02;1715,03;286;663,58;1,58;663,04;68,62;0,09;1,16
3140,29;1716,25;286;665,34;1,34;664,38;68,7;0,12;1,5
3141,57;1717,47;287;667,11;2,11;666,48;68,88;0,16;1,97
3142,85;1718,69;287;668,87;1,87;668,36;68,8;0,06;0,73
3144,12;1719,9;288;670,63;1,63;669,98;68,51;0;0
3145,4;1721,12;288;672,39;1,39;671,37;68,67;0,15;1,88
3146,67;1722,33;289;674,14;2,14;673,52;68,47;0;0
3147,95;1723,55;289;675,91;1,91;675,42;68,68;0,17;2,12
3149,22;1724,77;290;677,67;1,67;677,09;68,8;0,14;1,72
3150,49;1725,98;290;679,42;1,42;678,52;68,43;0;0
3151,77;1727,21;291;681,19;2,19;680,71;68,91;0,27;3,46
3153,05;1728,43;292;682,95;1,95;682,66;68,8;0,05;0,63
3154,28;1729,66;292;684,71;1,71;684,37;68,44;0;0
3155,47;1730,9;293;686,47;1,47;685,84;68,55;0,13;1,69
3156,66;1732,14;293;688,22;2,22;688,06;68,45;0,05;0,65
3157,85;1733,41;294;689,98;1,98;690,04;68,54;0,12;1,58
3159,05;1734,7;294;691,74;1,74;691,78;68,75;0,17;2,13
3160,25;1736;295;693,51;1,51;693,29;68,86;0,13;1,69
3161,45;1737,29;295;695,27;1,27;694,56;68,57;0;0
3162,64;1738,58;296;697,03;2,03;696,58;68,59;0,1;1,24
3163,84;1739,87;296;698,79;1,79;698,37;68,81;0,17;2,21
3165,04;1741,16;297;700,55;1,55;699,92;68,48;0;0
3166,24;1742,45;297;702,31;1,31;701,23;68,85;0,23;2,96
3167,43;1743,74;298;704,07;2,07;703,3;68,58;0;0
3168,63;1745,04;298;705,83;1,83;705,13;68,66;0,12;1,56
3169,83;1746,33;299;707,59;1,59;706,72;68,69;0,1;1,32
3171,02;1747,62;299;709,35;1,35;708,07;68,75;0,11;1,46
3172,22;1748,91;300;711,12;2,12;710,19;68,76;0,09;1,19
3173,42;1750,21;300;712,88;1,88;712,07;68,74;0,08;1,06
3174,62;1751,5;301;714,65;1,65;713,72;68,9;0,15;1,98
3175,81;1752,79;301;716,4;1,4;715,12;68,45;0;0
3177,01;1754,08;302;718,16;2,16;717,28;68,72;0,19;2,52
3178,21;1755,37;302;719,92;1,92;719,2;68,45;0;0
3179,4;1756,66;303;721,68;1,68;720,88;68,56;0,13;1,69
3180,6;1757,95;303;723,44;1,44;722,31;68,66;0,13;1,72
3181,8;1759,24;304;725,2;2,2;724,52;68,84;0,16;2,07
3183;1760,54;304;726,97;1,97;726,48;68,81;0,08;1,02
3184,19;1761,83;305;728,72;1,72;728,21;68,46;0;0
3185,38;1763,11;305;730,48;1,48;729,68;68,45;0,08;1,12
3186,58;1764,41;306;732,24;2,24;731,93;68,88;0,25;3,34
3187,78;1765,7;306;734;2;733,93;68,48;0;0
3188,97;1766,99;307;735,76;1,76;735,68;68,6;0,14;1,83
3190,17;1768,28;308;737,52;1,52;737,21;68,89;0,2;2,65
3191,37;1769,57;308;739,28;1,28;738,49;68,5;0;0
3192,56;1770,86;309;741,04;2,04;740,53;68,76;0,18;2,49
3193,69;1772,14;309;742,81;1,81;742,34;68,74;0,08;1,1
3194,84;1773,47;310;744,57;1,57;743,91;68,64;0,05;0,7
3195,98;1774,81;310;746,32;1,32;745,23;68,5;0;0
3197,13;1776,14;311;748,08;2,08;747,31;68,61;0,13;1,76
3198,28;1777,48;311;749,85;1,85;749,16;68,8;0,16;2,2
3199,42;1778,81;312;751,6;1,6;750,76;68,43;0;0
3200,58;1780,15;312;753,36;1,36;752,12;68,5;0,11;1,56
3201,74;1781,48;313;755,11;2,11;754,23;68,52;0,1;1,36
3202,91;1782,82;313;756,88;1,88;756,11;68,8;0,19;2,67
3204,04;1784,19;314;758,64;1,64;757,75;68,65;0;0
3205,05;1785,72;314;760,4;1,4;759,15;68,75;0,12;1,71
3205,8;1787,36;315;762,16;2,16;761,31;68,49;0;0
3206,33;1789,1;315;763,91;1,91;763,22;68,43;0,07;0,91
3206,92;1790,83;316;765,67;1,67;764,89;68,51;0,12;1,64
3208,11;1792,22;316;767,43;1,43;766,32;68,62;0,13;1,78
3209,34;1793,53;317;769,18;2,18;768,5;68,48;0;0
3210,68;1794,66;317;770,94;1,94;770,44;68,42;0,07;0,95
3212,02;1795,8;318;772,7;1,7;772,13;68,51;0,12;1,69
3213,37;1796,94;318;774,46;1,46;773,59;68,68;0,15;2,13
3214,69;1798,06;319;776,22;2,22;775,8;68,6;0,06;0,83
3216,02;1799,2;319;777,98;1,98;777,78;68,8;0,16;2,27
3217,35;1800,35;320;779,74;1,74;779,53;68,78;0,08;1,13
3218,68;1801,5;320;781,5;1,5;781,03;68,56;0;0
3220,02;1802,64;321;783,26;1,26;782,29;68,59;0,1;1,4
3221,35;1803,79;321;785,02;2,02;784,31;68,66;0,12;1,65
3222,69;1804,94;322;786,78;1,78;786,09;68,71;0,11;1,52
3224,02;1806,09;323;788,54;1,54;787,63;68,52;0;0
3225,35;1807,24;323;790,3;1,3;788,93;68,88;0,22;3,18
3226,69;1808,39;324;792,06;2,06;791;68,61;0;0
3228,02;1809,54;324;793,82;1,82;792,81;68,43;0;0
3229,35;1810,69;325;795,58;1,58;794,39;68,68;0,18;2,61
3230,69;1811,84;325;797,34;1,34;795,74;68,85;0,15;2,2
3232,02;1812,99;326;799,1;2,1;797,84;68,64;0;0
3233,36;1814,14;326;800,87;1,87;799,72;68,9;0,19;2,68
3234,69;1815,29;327;802,63;1,63;801,35;68,65;0;0
3236,02;1816,44;327;804,39;1,39;802,74;68,54;0,05;0,66
3237,36;1817,59;328;806,15;2,15;804,89;68,81;0,19;2,73
3238,69;1818,74;328;807,92;1,92;806,81;68,7;0,05;0,67
3240,03;1819,89;329;809,68;1,68;808,48;68,74;0,11;1,54
3241,36;1821,04;329;811,43;1,43;809,92;68,52;0;0
3242,7;1822,19;330;813,2;2,2;812,12;68,86;0,22;3,17
3244,03;1823,34;330;814,96;1,96;814,08;68,8;0,06;0,91
3245,37;1824,49;331;816,73;1,73;815,81;68,7;0,05;0,75
3246,7;1825,64;331;818,48;1,48;817,29;68,44;0;0
3248,03;1826,78;332;820,24;2,24;819,53;68,52;0,12;1,76
3249,36;1827,93;332;822;2;821,52;68,56;0,1;1,48
3250,69;1829,08;333;823,75;1,75;823,27;68,45;0,05;0,69
3252,02;1830,22;333;825,51;1,51;824,78;68,46;0,09;1,33
3253,36;1831,37;334;827,27;1,27;826,05;68,69;0,18;2,59
3253,36;1831,37;334;829,03;2,03;828,08;68,72;0,1;1,46
3256,03;1833,67;335;830,79;1,79;829,87;68,79;0,11;1,66
3257,36;1834,82;335;832,55;1,55;831,43;68,65;0;0
3258,7;1835,98;336;834,32;1,32;832,75;68,89;0,18;2,64
3260,03;1837,13;336;836,08;2,08;834,83;68,61;0;0
3261,37;1838,28;337;837,84;1,84;836,67;68,79;0,16;2,31
3262,7;1839,43;337;839,61;1,61;838,27;68,74;0,07;1,05
3264,04;1840,58;338;841,37;1,37;839,64;68,78;0,1;1,56
3265,37;1841,73;339;843,13;2,13;841,78;68,78;0,09;1,28
3266,71;1842,88;339;844,89;1,89;843,67;68,65;0,04;0,62
3268,04;1844,02;340;846,65;1,65;845,32;68,44;0;0
3269,37;1845,17;340;848,4;1,4;846,72;68,47;0,1;1,46
3270,7;1846,32;341;850,17;2,17;848,89;68,84;0,23;3,44
3272,04;1847,47;341;851,93;1,93;850,82;68,58;0;0
3273,37;1848,62;342;853,69;1,69;852,51;68,65;0,11;1,7
3274,71;1849,77;342;855,45;1,45;853,96;68,85;0,16;2,46
3276,04;1850,92;343;857,21;2,21;856,17;68,66;0;0
3277,38;1852,07;343;858,98;1,98;858,15;68,79;0,14;2,09
3278,71;1853,22;344;860,74;1,74;859,89;68,61;0;0
3278,71;1853,22;344;862,49;1,49;861,38;68,43;0;0
3281,38;1855,52;345;864,25;2,25;863,63;68,77;0,22;3,27
3282,71;1856,67;345;866,02;2,02;865,65;68,85;0,12;1,81
3284,05;1857,82;346;867,79;1,79;867,44;68,9;0,1;1,59
3285,38;1858,97;346;869,54;1,54;868,98;68,45;0;0
3286,71;1860,12;347;871,3;1,3;870,28;68,56;0,13;1,96
3286,71;1860,12;347;873,06;2,06;872,34;68,68;0,13;2,04
3289,38;1862,42;348;874,83;1,83;874,17;68,84;0,15;2,31
3290,72;1863,57;348;876,59;1,59;875,76;68,67;0;0
3292,05;1864,72;349;878,35;1,35;877,1;68,63;0,07;1,11
3293,38;1865,87;349;880,1;2,1;879,21;68,57;0,07;1,02
3294,72;1867,01;350;881,87;1,87;881,07;68,67;0,13;1,98
3296,05;1868,17;350;883,63;1,63;882,7;68,78;0,13;1,99
3297,38;1869,31;351;885,38;1,38;884,08;68,42;0;0
3298,72;1870,46;351;887,15;2,15;886,23;68,78;0,22;3,41
3300,05;1871,61;352;888,91;1,91;888,14;68,66;0,04;0,68
3301,38;1872,76;352;890,66;1,66;889,8;68,41;0;0
3302,71;1873,91;353;892,42;1,42;891,22;68,71;0,2;3,08
3304,05;1875,06;354;894,19;2,19;893,41;68,75;0,1;1,63
3305,38;1876,21;354;895,94;1,94;895,35;68,53;0;0
3306,71;1877,35;355;897,7;1,7;897,05;68,47;0,07;1,06
3308,05;1878,5;355;899,46;1,46;898,51;68,69;0,17;2,69
3309,38;1879,65;356;901,22;2,22;900,73;68,66;0,07;1,15
3310,71;1880,8;356;902,98;1,98;902,71;68,49;0;0
3312,04;1881,94;357;904,73;1,73;904,44;68,45;0,08;1,19
3313,37;1883,09;357;906,49;1,49;905,93;68,58;0,14;2,12
3314,71;1884,24;358;908,25;2,25;908,19;68,78;0,17;2,61
3316,04;1885,39;358;910,01;2,01;910,2;68,59;0;0
3317,38;1886,54;359;911,78;1,78;911,98;68,81;0,17;2,67
3318,71;1887,69;359;913,54;1,54;913,52;68,75;0,06;1,02
3320,05;1888,84;360;915,3;1,3;914,82;68,74;0,09;1,35
3321,38;1889,99;360;917,06;2,06;916,88;68,6;0;0
3322,71;1891,14;361;918,82;1,82;918,7;68,69;0,12;1,96
3324,05;1892,29;361;920,59;1,59;920,29;68,85;0,15;2,36
3325,39;1893,45;362;922,35;1,35;921,64;68,89;0,1;1,64
3326,72;1894,59;362;924,11;2,11;923,76;68,6;0;0
3328,06;1895,74;363;925,87;1,87;925,63;68,68;0,12;1,85
3329,38;1896,89;363;927,63;1,63;927,26;68,45;0;0
3330,72;1898,04;364;929,39;1,39;928,65;68,74;0,2;3,14
3332,06;1899,2;364;931,16;2,16;930,81;68,8;0,11;1,8
3333,39;1900,34;365;932,91;1,91;932,72;68,43;0;0
3334,72;1901,49;365;934,68;1,68;934,39;68,82;0,24;3,8
3336,05;1902,64;366;936,43;1,43;935,82;68,42;0;0
3337,39;1903,79;366;938,2;2,2;938,02;68,86;0,26;4,12
3338,72;1904,94;367;939,96;1,96;939,97;68,64;0;0
3340,06;1906,09;367;941,72;1,72;941,69;68,85;0,17;2,74
3341,39;1907,24;368;943,49;1,49;943,18;68,84;0,08;1,35
3342,87;1908,28;368;945,25;2,25;945,43;68,91;0,11;1,85
3344,39;1909,26;369;947,01;2,01;947,44;68,53;0;0
3346,08;1909,87;370;948,78;1,78;949,22;68,86;0,21;3,49
3347,83;1910,31;370;950,53;1,53;950,75;68,47;0;0
3349,6;1910,68;371;952,29;1,29;952,03;68,42;0,07;1,15
3349,6;1910,68;371;954,05;2,05;954,08;68,72;0,2;3,27
3352,88;1912,19;372;955,81;1,81;955,89;68,69;0,08;1,3
3354,39;1913,12;372;957,57;1,57;957,46;68,58;0,05;0,78
3355,85;1914,1;373;959,33;1,33;958,78;68,64;0,11;1,83
3357,31;1915,09;373;961,09;2,09;960,87;68,77;0,14;2,22
3358,77;1916,08;374;962,85;1,85;962,72;68,49;0;0
3360,23;1917,07;374;964,61;1,61;964,33;68,83;0,22;3,6
3361,69;1918,05;375;966,37;1,37;965,7;68,7;0,04;0,65
3363,14;1919,03;375;968,13;2,13;967,83;68,43;0;0
3364,6;1920,02;376;969,89;1,89;969,73;68,87;0,26;4,25
3366,05;1921;376;971,65;1,65;971,37;68,43;0;0
3367,52;1921,99;377;973,41;1,41;972,79;68,81;0,23;3,85
3368,97;1922,97;377;975,17;2,17;974,96;68,63;0;0
3370,43;1923,95;378;976,93;1,93;976,89;68,43;0;0
3371,89;1924,94;378;978,69;1,69;978,57;68,58;0,14;2,39
3373,35;1925,92;379;980,45;1,45;980,02;68,72;0,14;2,36
3374,81;1926,91;379;982,21;2,21;982,23;68,82;0,13;2,12
3376,27;1927,89;380;983,97;1,97;984,2;68,59;0;0
3377,72;1928,88;380;985,73;1,73;985,93;68,46;0,04;0,72
3379,18;1929,86;381;987,49;1,49;987,41;68,6;0,14;2,3
3380,64;1930,84;381;989,24;2,24;989,66;68,5;0,05;0,85
3382,1;1931,83;382;991;2;991,66;68,71;0,17;2,83
3383,56;1932,82;382;992,77;1,77;993,42;68,71;0,09;1,47
3385,01;1933,8;383;994,53;1,53;994,95;68,64;0,06;1,06
3386,47;1934,79;383;996,29;1,29;996,24;68,67;0,1;1,65
3387,93;1935,77;384;998,05;2,05;998,28;68,71;0,1;1,75
3389,39;1936,75;385;999,8;1,8;1000,09;68,41;0;0
3390,85;1937,74;385;1001,57;1,57;1001,65;68,85;0,25;4,3
3392,31;1938,73;386;1003,33;1,33;1002,98;68,74;0,05;0,81
3393,77;1939,71;386;1005,08;2,08;1005,07;68,42;0;0
3395,23;1940,7;387;1006,85;1,85;1006,92;68,87;0,26;4,4
3396,69;1941,68;387;1008,61;1,61;1008,53;68,75;0,04;0,74
3398,15;1942,67;388;1010,37;1,37;1009,9;68,43;0;0
3399,6;1943,65;388;1012,13;2,13;1012,02;68,61;0,16;2,71
3401,06;1944,64;389;1013,89;1,89;1013,91;68,73;0,13;2,25
3402,53;1945,62;389;1015,65;1,65;1015,57;68,86;0,14;2,33
3403,99;1946,61;390;1017,42;1,42;1016,98;68,68;0;0
3405,45;1947,6;390;1019,17;2,17;1019,16;68,62;0,07;1,15
3406,9;1948,58;391;1020,93;1,93;1021,09;68,61;0,08;1,46
3408,36;1949,56;391;1022,69;1,69;1022,78;68,52;0,05;0,9
3409,82;1950,55;392;1024,45;1,45;1024,23;68,52;0,09;1,54
3411,28;1951,53;392;1026,21;2,21;1026,44;68,66;0,14;2,46
3412,73;1952,51;393;1027,97;1,97;1028,4;68,53;0;0
3414,19;1953,5;393;1029,73;1,73;1030,13;68,77;0,18;3,1
3415,66;1954,49;394;1031,49;1,49;1031,63;68,83;0,11;1,93
3417,12;1955,48;394;1033,26;2,26;1033,88;68,76;0,06;1,05
3418,57;1956,46;395;1035,01;2,01;1035,9;68,5;0;0
3420,04;1957,45;395;1036,78;1,78;1037,68;68,91;0,24;4,18
3421,5;1958,43;396;1038,54;1,54;1039,22;68,65;0;0
3422,95;1959,42;396;1040,3;1,3;1040,51;68,51;0;0
3424,41;1960,4;397;1042,06;2,06;1042,57;68,64;0,14;2,42
3425,87;1961,39;397;1043,82;1,82;1044,39;68,68;0,1;1,78
3427,33;1962,37;398;1045,58;1,58;1045,97;68,8;0,14;2,37
3428,7;1963,3;399;1047,34;1,34;1047,31;68,45;0;0
3430,16;1964,28;399;1049,1;2,1;1049,41;68,67;0,17;3,04
3431,62;1965,27;400;1050,86;1,86;1051,26;68,66;0,08;1,45
3433,08;1966,25;400;1052,62;1,62;1052,89;68,87;0,17;2,95
3434,54;1967,24;401;1054,39;1,39;1054,28;68,78;0,05;0,97
3436,01;1968,23;401;1056,15;2,15;1056,43;68,88;0,13;2,25
3437,47;1969,21;402;1057,91;1,91;1058,34;68,59;0;0
3438,93;1970,2;402;1059,67;1,67;1060,02;68,73;0,14;2,48
3440,38;1971,18;403;1061,43;1,43;1061,45;68,59;0;0
3441,85;1972,17;403;1063,2;2,2;1063,65;68,84;0,18;3,21
3443,3;1973,15;404;1064,95;1,95;1065,6;68,47;0;0
3444,77;1974,14;404;1066,72;1,72;1067,32;68,76;0,2;3,5
3446,23;1975,13;405;1068,48;1,48;1068,8;68,66;0,05;0,94
3447,69;1976,11;405;1070,24;2,24;1071,04;68,7;0,1;1,8
3449,15;1977,1;406;1072,01;2,01;1073,05;68,88;0,16;2,84
3450,53;1978,04;406;1073,77;1,77;1074,82;68,9;0,1;1,7
3451,99;1979,02;407;1075,53;1,53;1076,35;68,62;0;0
3453,46;1980,01;407;1077,3;1,3;1077,65;68,85;0,18;3,14
3454,92;1980,99;408;1079,06;2,06;1079,71;68,7;0;0
3456,38;1981,98;408;1080,83;1,83;1081,53;68,9;0,17;2,98
3457,84;1982,97;409;1082,58;1,58;1083,12;68,55;0;0
3459,3;1983,95;409;1084,35;1,35;1084,46;68,76;0,17;2,97
3460,76;1984,94;410;1086,11;2,11;1086,57;68,62;0;0
3462,21;1985,92;410;1087,87;1,87;1088,43;68,64;0,09;1,69
3463,68;1986,91;411;1089,63;1,63;1090,07;68,89;0,18;3,32
3465,14;1987,9;411;1091,4;1,4;1091,46;68,8;0,05;0,98
3466,6;1988,89;412;1093,16;2,16;1093,62;68,86;0,11;2,01
3468,06;1989,87;412;1094,92;1,92;1095,54;68,45;0;0
3469,52;1990,85;413;1096,68;1,68;1097,22;68,63;0,16;2,84
3470,97;1991,84;413;1098,43;1,43;1098,65;68,45;0;0
3472,43;1992,82;414;1100,19;2,19;1100,85;68,74;0,2;3,58
3472,43;1992,82;415;1101,96;1,96;1102,81;68,88;0,14;2,6
3475,35;1994,8;415;1103,72;1,72;1104,53;68,67;0;0
3476,81;1995,78;416;1105,48;1,48;1106,01;68,67;0,09;1,61
3478,27;1996,77;416;1107,24;2,24;1108,25;68,52;0;0
3479,73;1997,75;417;1109;2;1110,25;68,77;0,18;3,36
3481,19;1998,74;417;1110,77;1,77;1112,02;68,85;0,12;2,18
3482,65;1999,72;418;1112,52;1,52;1113,55;68,43;0;0
3484,11;2000,71;418;1114,29;1,29;1114,83;68,73;0,2;3,71
3485,57;2001,7;419;1116,05;2,05;1116,88;68,77;0,1;1,88
3487,03;2002,68;419;1117,81;1,81;1118,69;68,66;0,05;0,89
3488,49;2003,67;420;1119,57;1,57;1120,26;68,74;0,12;2,17
3489,95;2004,65;420;1121,34;1,34;1121,6;68,79;0,11;1,99
3491,41;2005,64;421;1123,09;2,09;1123,69;68,53;0;0
3492,86;2006,62;421;1124,85;1,85;1125,54;68,5;0,08;1,48
3494,32;2007,6;422;1126,6;1,6;1127,14;68,44;0,06;1,17
3495,77;2008,59;422;1128,36;1,36;1128,5;68,6;0,15;2,76
3497,24;2009,58;423;1130,13;2,13;1130,63;68,91;0,21;3,86
3498,7;2010,56;423;1131,89;1,89;1132,53;68,81;0,05;0,96
3500,16;2011,55;424;1133,66;1,66;1134,19;68,86;0,11;1,96
3501,62;2012,54;424;1135,42;1,42;1135,61;68,7;0;0
3503,09;2013,53;425;1137,19;2,19;1137,8;68,89;0,16;3,01
3504,55;2014,51;425;1138,95;1,95;1139,75;68,7;0;0
3506,01;2015,5;426;1140,71;1,71;1141,45;68,63;0,06;1,15
3507,47;2016,48;426;1142,48;1,48;1142,93;68,91;0,19;3,6
3508,93;2017,47;427;1144,24;2,24;1145,17;68,83;0,06;1,11
3510,4;2018,46;427;1146,01;2,01;1147,18;68,85;0,1;1,79
3511,86;2019,45;428;1147,77;1,77;1148,94;68,72;0,04;0,76
3513,31;2020,43;428;1149,52;1,52;1150,47;68,43;0;0
3514,77;2021,41;429;1151,28;1,28;1151,74;68,44;0,09;1,76
3516,22;2022,39;430;1153,03;2,03;1153,78;68,53;0,12;2,25
3517,68;2023,38;430;1154,8;1,8;1155,58;68,71;0,16;3
3519,14;2024,36;431;1156,56;1,56;1157,13;68,71;0,09;1,63
3520,6;2025,35;431;1158,32;1,32;1158,45;68,72;0,1;1,8
3522,06;2026,33;432;1160,08;2,08;1160,54;68,77;0,11;2,03
3523,52;2027,32;432;1161,84;1,84;1162,38;68,43;0;0
3523,52;2027,32;433;1163,6;1,6;1163,97;68,63;0,16;3,11
3526,43;2029,28;433;1165,36;1,36;1165,33;68,57;0,06;1,23
3527,89;2030,27;434;1167,12;2,12;1167,45;68,62;0,11;2,05
3529,35;2031,25;434;1168,87;1,87;1169,32;68,55;0,06;1,18
3530,8;2032,23;435;1170,63;1,63;1170,95;68,55;0,09;1,69
3532,27;2033,22;435;1172,4;1,4;1172,35;68,81;0,19;3,58
3533,72;2034,2;436;1174,15;2,15;1174,49;68,41;0;0
3535,18;2035,19;436;1175,91;1,91;1176,41;68,85;0,25;4,85
3536,64;2036,18;437;1177,67;1,67;1178,08;68,47;0;0
3538,09;2037,16;437;1179,43;1,43;1179,51;68,61;0,14;2,72
3539,55;2038,15;438;1181,19;2,19;1181,7;68,72;0,13;2,43
3541,01;2039,13;438;1182,95;1,95;1183,65;68,62;0,05;1,04
3542,48;2040,12;439;1184,71;1,71;1185,37;68,74;0,13;2,52
3543,93;2041,1;439;1186,47;1,47;1186,84;68,43;0;0
3545,39;2042,09;440;1188,23;2,23;1189,06;68,59;0,15;2,87
3546,84;2043,07;440;1189,98;1,98;1191,05;68,5;0,05;1
3548,3;2044,06;441;1191,75;1,75;1192,79;68,7;0,16;3,18
3549,76;2045,04;441;1193,5;1,5;1194,29;68,41;0;0
3551,22;2046,02;442;1195,26;2,26;1196,55;68,74;0,21;4,13
3552,67;2047,01;442;1197,02;2,02;1198,57;68,6;0;0
3554,13;2047,99;443;1198,78;1,78;1200,35;68,42;0;0
3555,59;2048,97;443;1200,53;1,53;1201,88;68,62;0,17;3,21
3557,05;2049,96;444;1202,3;1,3;1203,19;68,9;0,19;3,79
3558,51;2050,95;445;1204,07;2,07;1205,25;68,88;0,08;1,57
3559,97;2051,94;445;1205,83;1,83;1207,08;68,74;0;0
3561,44;2052,93;446;1207,6;1,6;1208,68;68,87;0,14;2,74
3562,9;2053,91;446;1209,36;1,36;1210,04;68,78;0,05;1,04
3564,35;2054,9;447;1211,11;2,11;1212,15;68,47;0;0
3565,82;2055,88;447;1212,88;1,88;1214,03;68,84;0,23;4,48
3567,28;2056,87;448;1214,65;1,65;1215,68;68,86;0,1;1,88
3568,73;2057,85;448;1216,4;1,4;1217,08;68,44;0;0
3570,19;2058,84;449;1218,16;2,16;1219,23;68,44;0,09;1,68
3571,65;2059,82;449;1219,92;1,92;1221,15;68,63;0,16;3,17
3573,1;2060,8;450;1221,67;1,67;1222,82;68,57;0,06;1,28
3574,56;2061,79;450;1223,43;1,43;1224,25;68,54;0,08;1,56
3576,02;2062,78;451;1225,19;2,19;1226,45;68,81;0,19;3,72
3577,49;2063,76;451;1226,96;1,96;1228,41;68,91;0,13;2,53
3578,94;2064,75;452;1228,72;1,72;1230,13;68,57;0;0
3580,4;2065,73;452;1230,48;1,48;1231,61;68,7;0,14;2,77
3581,87;2066,72;453;1232,25;2,25;1233,86;68,8;0,13;2,5
3583,32;2067,71;453;1234;2;1235,86;68,61;0;0
3584,78;2068,69;454;1235,77;1,77;1237,63;68,7;0,12;2,49
3586,24;2069,68;454;1237,53;1,53;1239,16;68,7;0,09;1,76
3587,7;2070,66;455;1239,28;1,28;1240,44;68,45;0;0
3589,15;2071,64;455;1241,04;2,04;1242,48;68,46;0,09;1,89
3590,61;2072,63;456;1242,8;1,8;1244,28;68,78;0,21;4,18
3592,07;2073,61;456;1244,56;1,56;1245,84;68,58;0;0
3593,53;2074,6;457;1246,32;1,32;1247,16;68,7;0,13;2,71
3594,99;2075,59;457;1248,09;2,09;1249,25;68,81;0,13;2,56
3596,45;2076,57;458;1249,85;1,85;1251,1;68,79;0,08;1,62
3597,91;2077,56;458;1251,61;1,61;1252,71;68,57;0;0
3599,37;2078,54;459;1253,37;1,37;1254,08;68,59;0,1;1,99
3600,83;2079,53;460;1255,13;2,13;1256,21;68,68;0,12;2,46
3602,29;2080,51;460;1256,89;1,89;1258,1;68,8;0,13;2,67
3603,75;2081,5;461;1258,65;1,65;1259,75;68,56;0;0
3605,21;2082,48;461;1260,41;1,41;1261,16;68,72;0,15;3
3606,66;2083,47;462;1262,17;2,17;1263,33;68,41;0;0
3608,12;2084,45;462;1263,93;1,93;1265,26;68,81;0,24;4,83
3609,58;2085,43;463;1265,69;1,69;1266,94;68,45;0;0
3611,04;2086,41;463;1267,44;1,44;1268,39;68,59;0,14;2,86
3612,49;2087,4;464;1269,21;2,21;1270,59;68,7;0,13;2,65
3613,95;2088,39;464;1270,97;1,97;1272,56;68,69;0,09;1,77
3615,42;2089,38;465;1272,73;1,73;1274,29;68,79;0,13;2,58
3616,88;2090,36;465;1274,49;1,49;1275,79;68,77;0,08;1,66
3618,33;2091,35;466;1276,25;2,25;1278,04;68,63;0;0
3619,8;2092,34;466;1278,02;2,02;1280,06;68,91;0,19;3,94
3621,25;2093,32;467;1279,78;1,78;1281,84;68,47;0;0
3622,71;2094,3;467;1281,53;1,53;1283,37;68,55;0,12;2,44
3624,17;2095,29;468;1283,3;1,3;1284,67;68,68;0,14;2,8
3625,63;2096,27;468;1285,06;2,06;1286,73;68,69;0,09;1,91
3627,08;2097,26;469;1286,81;1,81;1288,54;68,46;0;0
3628,54;2098,24;469;1288,57;1,57;1290,11;68,48;0,09;1,94
3629,99;2099,22;470;1290,32;1,32;1291,43;68,51;0,1;2,08
3631,46;2100,21;470;1292,09;2,09;1293,52;68,81;0,2;4,16
3632,92;2101,19;471;1293,85;1,85;1295,37;68,75;0,07;1,36
3634,38;2102,18;471;1295,61;1,61;1296,98;68,56;0;0
3635,84;2103,17;472;1297,38;1,38;1298,36;68,9;0,22;4,52
3637,3;2104,15;472;1299,14;2,14;1300,5;68,89;0,08;1,75
3638,68;2105,08;473;1300,9;1,9;1302,4;68,49;0;0
3640,17;2106,09;473;1302,66;1,66;1304,06;68,6;0,13;2,73
3641,65;2107,09;474;1304,41;1,41;1305,47;68,42;0;0
3643,15;2108,1;475;1306,18;2,18;1307,65;68,85;0,25;5,18
3644,63;2109,1;475;1307,93;1,93;1309,58;68,48;0;0
3646,12;2110,11;476;1309,7;1,7;1311,28;68,91;0,25;5,21
3647,61;2111,11;476;1311,46;1,46;1312,74;68,45;0;0
3649,09;2112,11;477;1313,21;2,21;1314,95;68,45;0,09;1,89
3650,58;2113,11;477;1314,98;1,98;1316,92;68,83;0,23;4,84
3652,07;2114,12;478;1316,73;1,73;1318,66;68,49;0;0
